item_id,price,time
acb34091a5,3.35,1328243940
acb34091a5,3.35,1328243941
acb34091a5,3.34,1328246438
96cd8daa93,9.20,1328240735
96cd8daa93,9.20,1328240736
96cd8daa93,9.22,1328244100
67a3fe6699,3.98,1328240739
67a3fe6699,3.99,1328244105
01b26e3344,12.65,1328243755
01b26e3344,12.65,1328246324
48f04eb0d6,25.80,1328243929
48f04eb0d6,25.80,1328246411
a85a83e786,14.37,1328244018
a85a83e786,14.37,1328246476
e33a592fbc,91.91,1328240634
9b28670cb8,3.69,1328244334
9b28670cb8,3.69,1328246790
83f8e387b9,12.68,1328244196
83f8e387b9,12.68,1328246606
7a8145cb6d,14.66,1328246266
7a8145cb6d,14.66,1328249168
8c35cfc01d,6.61,1328241555
42a5928705,12.70,1328241547
60313cbc22,29.24,1328244646
0926b18ca8,14.66,1328246266
0926b18ca8,14.66,1328249180
3bb5e278c6,36.09,1328239610
de01253cd1,0.65,1328242588
de01253cd1,0.65,1328245662
b38fb6a4e8,23.01,1328242010
58ddfb1430,16.20,1328246266
58ddfb1430,16.20,1328249183
b19a4505fe,8.29,1328240026
7f91b6beac,24.66,1328240077
a62e14a557,16.48,1328241681
bc566f68b8,14.66,1328240062
3f6c803d5a,15.57,1328240036
6ea76a2707,14.67,1328246266
6ea76a2707,14.67,1328249186
e24d7cf9ab,3.46,1328239980
e24d7cf9ab,3.46,1328243599
aa565c9ca8,1.66,1328241247
aa565c9ca8,1.66,1328244448
fe4759d773,1.52,1328241852
fe4759d773,1.52,1328241853
fe4759d773,1.52,1328244903
fe4759d773,1.52,1328247464
fe4759d773,1.52,1328241856
fe4759d773,1.52,1328244902
ef011f3591,2.95,1328244334
ef011f3591,2.95,1328246807
a29d0d1143,47.81,1328241681
2668ad1368,1.92,1328241439
6eee31e1bf,8.29,1328241681
5244e80486,11.03,1328240069
0a8df3e0fc,1.01,1328238643
2942d982fd,44.25,1328241016
619723527b,14.67,1328246266
619723527b,14.67,1328249188
31f1e239db,30.05,1328241471
bb169edb9d,0.00,1328242588
bb169edb9d,0.00,1328245659
722efa8718,0.00,1328241576
abce58b54c,3.34,1328240594
abce58b54c,3.34,1328240596
abce58b54c,3.35,1328243995
abce58b54c,3.34,1328246462
abce58b54c,3.34,1328240598
abce58b54c,3.34,1328243994
d80bfd05fc,2.02,1328244972
d80bfd05fc,2.02,1328247506
2db65bacaf,0.22,1328247656
2db65bacaf,0.22,1328250437
8aa2ce98f0,89.40,1328242908
8aa2ce98f0,89.25,1328245806
f88a5ac859,1.29,1328241417
df8d4eb665,53.84,1328239610
4c449b8088,0.00,1328242093
4c449b8088,0.00,1328242095
4c449b8088,0.00,1328245158
4c449b8088,0.00,1328242096
af7c892c9c,0.02,1328242222
af7c892c9c,0.02,1328245295
a024330ebb,1.66,1328241417
e23a7548bc,1.84,1328241417
51f176bf56,10.11,1328240634
d46c67f124,19.35,1328238431
1d98853047,0.49,1328242385
1d98853047,0.49,1328245489
89bd8718e4,26.52,1328244273
89bd8718e4,26.52,1328246674
b5bb6738ea,9.04,1328239918
0560b66d94,8.29,1328239920
1d1cf51585,0.01,1328247319
1d1cf51585,0.01,1328250184
bcb2231971,6.17,1328241397
bcb2231971,6.17,1328244556
9bd0687e26,28.81,1328241289
a7223d15f1,9.21,1328238672
11bf082718,1.68,1328244972
11bf082718,1.68,1328247503
37f52c9671,11.44,1328241930
9e7430261c,31.88,1328244305
8f1b65fab2,18.33,1328244305
a5407529ed,13.78,1328244305
dbb4cf96f4,0.62,1328238741
d8a1978a6b,1.47,1328239610
d4cde7e3f3,2.20,1328239610
a4b441c255,47.34,1328239610
d501e5cd35,0.18,1328242585
d501e5cd35,0.18,1328245655
39d3920559,4.61,1328244781
39d3920559,4.61,1328247299
b15ea34d41,2.21,1328239597
b15ea34d41,2.21,1328243327
b15ea34d41,2.21,1328239604
b15ea34d41,2.21,1328239599
b15ea34d41,2.21,1328243325
b15ea34d41,2.21,1328243326
b15ea34d41,2.21,1328246029
b15ea34d41,2.21,1328243329
b15ea34d41,2.21,1328243324
c19bebf205,10.14,1328243329
c19bebf205,10.14,1328246032
8c2b26f0e9,0.50,1328238615
f3370a51c4,0.50,1328242363
f3370a51c4,0.50,1328245459
cd8b7bfbf0,4.98,1328239918
fedbd3d9a3,12.74,1328239920
5841530898,85.59,1328239615
4c1d2a676a,2.60,1328241219
1636a435e2,12.56,1328239928
1636a435e2,12.56,1328243547
5628b156ed,11.96,1328243939
5628b156ed,11.96,1328246427
da8e8d6f0f,4.24,1328240738
da8e8d6f0f,4.24,1328244102
d94f9a4a2a,4.24,1328240673
d94f9a4a2a,4.24,1328240674
d94f9a4a2a,4.24,1328244060
710182ddff,4.24,1328243929
710182ddff,4.24,1328246409
0676f2fbbc,11.96,1328244050
0676f2fbbc,11.96,1328246512
09c821212f,0.41,1328238736
82de2bcfcf,28.45,1328246328
ecb9121032,0.02,1328247802
ecb9121032,0.02,1328247806
ecb9121032,0.02,1328250561
ecb9121032,0.02,1328247811
15a1e2c1e9,28.45,1328246328
6db137940c,28.45,1328246661
6db137940c,28.45,1328249774
8191c1c7fc,28.50,1328243778
d9a9f604d1,28.50,1328243760
f07ef4f7e1,28.45,1328246328
290a2b5074,28.45,1328246328
f660018462,28.45,1328246329
d1cfd356c9,5.81,1328241609
e829c225e8,2.01,1328241640
e829c225e8,2.01,1328244733
65e1e6d514,0.18,1328238067
9b47c3d836,15.76,1328246328
53159e2260,15.78,1328243964
da56bcd47a,15.76,1328246328
252b51429a,15.78,1328244228
252b51429a,15.78,1328246651
866f5362e8,15.78,1328243760
b614f8f0c5,15.78,1328243760
6daf60e7d9,15.78,1328243778
daebe6ff3f,15.76,1328246328
8045b968f4,9.21,1328246329
ae463ee4ab,9.23,1328243778
c40f0c7cad,9.21,1328246450
c40f0c7cad,9.21,1328249422
575f436123,9.23,1328249211
575f436123,9.21,1328251287
b25902c6a2,9.23,1328243778
f18429c25d,9.21,1328246328
ffd4ac3ea5,9.21,1328246331
ffd4ac3ea5,9.21,1328249216
31d7c08b45,9.21,1328246328
5bbdf07cf3,32.56,1328242535
5bec1f555b,0.50,1328238610
c5717e4564,4.80,1328238165
9aafba57d1,5.01,1328238194
d30df20376,1.17,1328243737
d30df20376,1.17,1328246282
eafd90b733,0.15,1328242254
becbefcdf5,88.53,1328241219
6fe2eb06c8,13.25,1328239878
6fe2eb06c8,13.25,1328239879
6fe2eb06c8,13.27,1328243468
6fe2eb06c8,13.25,1328239881
f6cbbd8426,1.99,1328242191
2b8dacc28e,2.26,1328242191
4503265485,92.28,1328243755
c503b1ec6c,54.54,1328244646
c79fd72f5a,0.00,1328238629
19a48685a4,2.86,1328242048
19a48685a4,2.86,1328245098
88786835eb,2.86,1328243264
88786835eb,2.86,1328245991
b6ff1f213c,5.22,1328243264
b6ff1f213c,5.22,1328245992
abda5b5156,1.01,1328245288
abda5b5156,1.01,1328247800
4349083b35,10.11,1328242317
c2a05b48b3,0.10,1328242186
a0050712d4,15.17,1328240119
843f15840b,0.54,1328238033
9988757606,0.99,1328247319
9988757606,0.99,1328250187
4525330aad,1.14,1328239891
4525330aad,1.14,1328243479
aeec610a1b,73.22,1328243720
740c2480f9,60.62,1328244487
b9dc6426c3,73.21,1328243720
18cf585ecc,24.23,1328239918
18cf585ecc,24.23,1328243513
4f8318e74f,73.22,1328243720
019650bb0a,73.22,1328243720
64d102bedf,73.22,1328243720
0c2b01344d,5.26,1328239829
1bbaa10e6d,5.26,1328239829
4f7a413406,5.01,1328239829
ed52a984ef,5.53,1328239918
d29b945585,44.85,1328241573
fad17a61a3,16.60,1328243745
fad17a61a3,16.60,1328246298
1850c7ec30,0.33,1328242190
260ab4e1a5,0.33,1328242225
260ab4e1a5,0.33,1328245307
05b3514ca7,6.45,1328241609
300111598d,6.45,1328241609
98318f86ce,6.45,1328241609
5ecf14c3d2,1.97,1328241292
5ecf14c3d2,1.97,1328244493
5ecf14c3d2,1.97,1328244492
5ecf14c3d2,1.97,1328241297
5ecf14c3d2,1.97,1328241293
5ecf14c3d2,1.97,1328244490
5ecf14c3d2,1.97,1328244491
5ecf14c3d2,1.97,1328247090
5ecf14c3d2,1.97,1328249960
5ecf14c3d2,1.97,1328244489
516971ac3b,6.45,1328241609
df77d02f41,1.77,1328237896
550a90dab9,0.53,1328242191
043bfc816e,2.11,1328241558
99ab87a0c5,4.18,1328242191
08ed59f83f,16.48,1328240026
1e49a97f3a,0.00,1328242461
1e49a97f3a,0.00,1328242462
1e49a97f3a,0.00,1328245556
1e49a97f3a,0.00,1328242464
dc5a4c4d38,5.54,1328243608
dc5a4c4d38,5.54,1328246166
174b7606c7,20.15,1328243737
174b7606c7,20.15,1328246281
c4ecf0902e,1.73,1328241219
c92bab13ce,2.60,1328241219
72cbb04ef2,1.70,1328241219
769162d223,16.48,1328236787
15ef01ed53,10.12,1328238672
adca278154,21.03,1328238672
328de0ccb8,1.11,1328242570
328de0ccb8,1.11,1328242572
328de0ccb8,1.11,1328245637
f8079daa7e,29.30,1328246061
83988e0d9e,0.89,1328241385
173cbec41b,0.00,1328242455
173cbec41b,0.00,1328245554
173cbec41b,0.00,1328245553
173cbec41b,0.00,1328242459
173cbec41b,0.00,1328242456
173cbec41b,0.00,1328245550
173cbec41b,0.00,1328245552
173cbec41b,0.00,1328248121
173cbec41b,0.00,1328250772
173cbec41b,0.00,1328245549
6398eabe09,0.00,1328242436
6398eabe09,0.00,1328250767
6398eabe09,0.00,1328248103
6398eabe09,0.00,1328248100
6398eabe09,0.00,1328245536
6398eabe09,0.00,1328245534
6398eabe09,0.00,1328242441
6398eabe09,0.00,1328242438
6398eabe09,0.00,1328245531
6398eabe09,0.00,1328245533
6398eabe09,0.00,1328248094
6398eabe09,0.00,1328248097
aee361b9a7,6.45,1328244821
aee361b9a7,6.46,1328247365
dcef7d36ef,0.02,1328245346
3eee76d05d,3.69,1328240239
58e3c006fd,23.18,1328240296
41e328f535,6.62,1328243745
41e328f535,6.62,1328246301
4c68296fbe,4.56,1328240296
75ed513119,8.77,1328240634
803ed74df3,21.05,1328231714
6d5bc471e3,40.23,1328240634
972d7cd92c,5.21,1328239353
972d7cd92c,5.22,1328248755
972d7cd92c,5.21,1328245951
972d7cd92c,5.21,1328245949
972d7cd92c,5.22,1328243187
972d7cd92c,5.22,1328243186
972d7cd92c,5.21,1328239363
972d7cd92c,5.21,1328239356
972d7cd92c,5.22,1328243183
972d7cd92c,5.22,1328243184
972d7cd92c,5.21,1328245946
972d7cd92c,5.21,1328245947
972d7cd92c,5.22,1328251056
972d7cd92c,5.21,1328243181
02c68910bc,1.18,1328238130
97b64a46eb,48.69,1328246328
b42f35dd4c,48.78,1328244229
db3c573a0d,48.78,1328243760
544a1ff61f,48.78,1328243760
863bc10cb8,48.78,1328243760
41bff111cf,48.69,1328246328
41bff111cf,48.69,1328249211
53ac386baa,48.78,1328243758
d915c75633,48.69,1328246328
7a41e3f618,57.57,1328244179
794b21b7d3,52.24,1328241189
794b21b7d3,52.24,1328241191
794b21b7d3,52.33,1328244404
92de792e9f,1.33,1328234967
fa2d76779a,0.00,1328242474
fa2d76779a,0.00,1328242475
fa2d76779a,0.00,1328245564
fa2d76779a,0.00,1328242479
cb88be58e4,0.00,1328242481
cb88be58e4,0.00,1328245568
c02b7c279c,3.32,1328243686
c02b7c279c,3.32,1328246237
6e9de15d83,6.51,1328239232
6e9de15d83,6.52,1328243127
6e9de15d83,6.52,1328243125
6e9de15d83,6.51,1328239238
6e9de15d83,6.51,1328239233
6e9de15d83,6.52,1328243122
6e9de15d83,6.52,1328243123
6e9de15d83,6.51,1328245915
6e9de15d83,6.52,1328248676
6e9de15d83,6.51,1328243121
8d486bc898,21.81,1328241961
8d486bc898,21.81,1328241963
8d486bc898,21.78,1328245010
8d486bc898,21.78,1328247559
8d486bc898,21.81,1328241967
8d486bc898,21.78,1328245008
ea0d824457,48.78,1328243758
b475d11ad5,15.78,1328243760
7fdc2c94ff,28.50,1328243758
9a024bdfbe,0.33,1328242155
9a024bdfbe,0.33,1328245214
2436d90f8c,48.78,1328243758
5a5cf98880,28.50,1328243758
7c4265312e,15.78,1328243758
e5868d0d51,9.23,1328243758
20acbb1b43,6.63,1328241764
75b4734109,9.24,1328241408
75b4734109,9.24,1328244561
a31d9f4450,8.29,1328240308
a0e7fc16a8,13.39,1328245383
a0e7fc16a8,13.42,1328247849
4b3cfa952a,0.26,1328238067
6ae03e1636,0.74,1328240044
5c004cdb95,18.02,1328241930
b34a12e0ce,1.99,1328240652
935e27a88e,9.97,1328240652
0da45342c9,0.73,1328241417
122036de61,1.10,1328241417
412ced9bd8,0.37,1328241417
9844ff0893,3.58,1328241014
9844ff0893,3.58,1328244267
dffc7b82f8,6.51,1328241014
dffc7b82f8,6.51,1328244263
6dd951140d,12.00,1328241014
6dd951140d,12.00,1328244262
f843813b29,3.10,1328239500
1f99c27a31,5.02,1328239941
4c68eaf58a,0.00,1328242485
4c68eaf58a,0.00,1328245587
47e48726e0,7.38,1328243931
ad77482e5f,13.78,1328243931
32eef411b0,25.61,1328243931
ef6a57d286,47.00,1328243931
1f6c5fa198,9.23,1328243930
1f6c5fa198,9.23,1328246415
f3ac3c5af2,16.51,1328244228
f3ac3c5af2,16.51,1328246654
6edb12463f,29.16,1328246415
6edb12463f,29.16,1328249381
0ab6aa4ba6,54.11,1328243930
ea696a0da3,4.19,1328243569
ea696a0da3,4.19,1328246129
b4ef9a9d3a,4.59,1328241417
db1a51f692,3.68,1328241417
97a361d818,5.57,1328241417
f68b01bd8b,3.10,1328239500
fc969f66bc,3.10,1328239500
9fbd802dc8,3.10,1328239500
992b75da0f,2.80,1328239500
12b2cef085,21.61,1328240399
799672b0a5,13.23,1328246407
9fcbe46e34,4.52,1328246406
45d3ad1ea2,12.90,1328246406
340cb91faf,15.41,1328246407
43e65f3101,9.21,1328240399
a3ed337bd7,11.56,1328246407
97c53e305e,9.90,1328243889
ec3a8219f4,15.91,1328240399
a4ff1e5cbc,11.24,1328243862
08678b87c7,18.76,1328246407
d6d1dff04a,11.61,1328246406
3e8e979be6,10.39,1328246406
5944e01598,122.70,1328241016
7192bf7558,19.80,1328243889
22114af2f8,19.77,1328246406
aaafe8f40f,19.77,1328246407
318927127b,19.77,1328246406
3a7518785a,19.80,1328243862
813f54ae79,19.80,1328243862
a90538c9f2,19.77,1328246407
82d90b06a6,19.77,1328246406
e0d24383f3,19.77,1328246406
a838f36bd1,19.80,1328243862
4bbc87f6dd,18.26,1328246406
959a10c404,15.41,1328246407
e87cf20749,15.41,1328240399
c7b1d507cb,18.26,1328246406
1394d15f4b,6.92,1328243652
1394d15f4b,6.92,1328246206
dda2da0381,15.91,1328246406
90060e36e1,12.90,1328246406
b369085bc4,12.90,1328246406
0d08dbc207,16.08,1328246406
5854f637f3,18.26,1328246362
f90c069df0,13.90,1328246406
272004ba03,19.77,1328246406
65477ec742,19.80,1328243862
95dc00b4cf,12.90,1328246406
4690c4e318,20.60,1328240399
7175286cdd,7.38,1328243889
10f413af7f,13.23,1328246406
28841b81c3,9.21,1328246406
d7a6025429,12.92,1328243889
6babbf19ed,19.77,1328246406
a369797da9,15.94,1328243862
22c829955a,20.64,1328243889
8a0a303143,16.58,1328246406
878ea8680e,16.58,1328246362
2e97b4c121,16.58,1328246362
e2ef0d686f,16.58,1328246362
9c7f40a504,16.58,1328246362
004955be92,16.58,1328246362
0b78939883,16.58,1328246362
f14989281e,16.58,1328246362
1f54f043f4,16.61,1328243862
8f59914e20,16.58,1328246362
73cc9cd93e,16.58,1328246362
25f017b24c,16.58,1328246362
2133b1e1e6,16.58,1328246406
f5011df193,12.08,1328243862
c183c1b40a,7.87,1328240399
ceefb8dc28,11.22,1328246406
a4f53afb2f,15.58,1328246406
8d50fcd07d,9.72,1328246406
a8c7a42e35,10.38,1328246407
c34443ae98,11.58,1328243889
7e39360566,9.55,1328240399
969d46c8da,7.05,1328243889
4eac46b085,10.38,1328240399
27af407e10,4.03,1328243862
d72310d14f,4.02,1328240399
e5d5d19955,4.02,1328240399
b322c12a7e,4.02,1328246362
58885dff16,4.02,1328246407
d1ae2517ad,4.02,1328240399
e6f14ac45b,4.02,1328240399
baf8f369b8,4.19,1328243862
1eeeb7296d,4.02,1328240399
9f06b5d9c5,4.02,1328240399
3f9a5af150,4.03,1328243889
cf878bd3d7,4.03,1328243862
81ee0bb6b4,4.03,1328243862
3cd5b0b631,4.03,1328243889
40dd7477ab,4.03,1328243889
e4dfd60935,4.02,1328246406
f52cc1e7ef,4.03,1328243889
8c9f65b8a4,4.02,1328240399
c091e10cce,4.02,1328246406
72934c3e5e,4.02,1328246359
0886dab588,4.02,1328246359
3bcd81fd23,4.02,1328246359
4e057b7e50,4.02,1328240399
73812bce4a,4.03,1328243862
f4a4c53ccd,4.03,1328243889
6cba920188,4.03,1328243862
cec9f2276d,4.02,1328240399
84985bdbde,4.02,1328240399
dbcb2a5638,4.03,1328243788
b8db21ffe2,4.02,1328240399
a382343228,4.02,1328240355
3e90ded1a0,4.03,1328243889
4cb2485df5,4.03,1328243788
4efc79a662,15.60,1328243862
9da091b331,15.60,1328243862
f3e39f1b1d,7.87,1328246359
0c01bd2b4a,4.52,1328246359
6e0b698ebd,7.89,1328243862
d7d525ad63,4.52,1328246407
9b47d730b2,4.52,1328240399
6273ea3a6b,4.52,1328246406
7e22fdd415,7.89,1328243889
b58b7f1e3d,7.89,1328243862
37039ed5d0,7.87,1328246359
7835d6e64b,7.05,1328243842
03f2cf7a26,5.54,1328243889
7e4f5ace3f,9.23,1328243862
25f9335686,9.72,1328246359
a82bbce40f,7.05,1328243862
012d7f9f37,9.72,1328240399
7f609e98cf,9.73,1328243862
8e27957737,13.23,1328246359
cfef365d79,9.21,1328246359
e020c923ae,6.71,1328243788
0dd29843dd,10.74,1328243788
c5fa432121,8.39,1328243788
a5274dd24b,7.54,1328240399
6a644b2f72,10.40,1328243788
99055ae79d,9.06,1328243788
494db43a07,9.04,1328240399
745876f25b,3.65,1328233595
8d7062e498,9.73,1328243788
ec7a9dd0d2,8.72,1328243788
9c6561173d,10.40,1328243788
562a4d2c5b,13.23,1328240399
579faea5fe,4.18,1328239941
ee7a0f5c85,1.92,1328240021
a4b13a2e4e,4.41,1328247319
a4b13a2e4e,4.41,1328250194
8b9dfd4910,9.06,1328243788
c28ce91f6f,5.54,1328243788
a7b9e1dbaf,7.05,1328243889
c47a0fa149,7.89,1328243788
48f5e16371,6.21,1328243788
b081b4ac7c,11.58,1328243788
fe30231a75,9.04,1328240399
389cc31e52,6.38,1328243788
ebab9cbed3,7.89,1328243788
8564266802,12.58,1328243788
c4a2b47ad7,11.56,1328240399
50a79fa854,4.53,1328243788
4f1c3d98c6,6.21,1328243788
2c35eede12,5.54,1328243788
e2335dd245,9.06,1328243788
00d835c868,7.72,1328244243
b8f589534e,9.06,1328243862
cb6a2f4ff4,10.38,1328246362
95b380ac79,9.06,1328243911
0ded3373ec,5.53,1328246362
f90459db4a,7.89,1328243911
12d27fa479,7.72,1328243889
96e2547dda,13.26,1328243911
f877028ae9,7.89,1328243911
fb7fabe000,12.08,1328243911
dcdf828e94,13.23,1328240399
a5adda3789,25.00,1328243889
18c437d891,14.57,1328246406
f7b6a28a66,24.96,1328240399
85b81a92a0,11.58,1328243788
6bc759d771,22.82,1328243911
b64bc3ab5b,19.77,1328246407
cc3f3a34de,17.09,1328246407
ca61876b2e,21.31,1328243911
eef7a6bac6,7.38,1328243911
ecb74b7145,13.26,1328243911
aa6896e46d,10.40,1328243911
722dd08fe6,7.72,1328243889
0dd8a4966f,14.60,1328243862
eefbc9decf,19.80,1328243911
b6b7176abd,6.38,1328243911
fe0c42bc8f,6.36,1328246362
f19612c590,7.89,1328243889
1642ad2be3,18.09,1328246362
bf7b2ddd50,10.40,1328243911
d404fd8904,10.40,1328243911
4cca7551fe,7.38,1328243911
16e2584e2e,7.87,1328246406
9560cde1d5,11.41,1328243788
dc2371a88f,13.26,1328243862
8a14b4b243,0.01,1328238647
60e45632ce,13.23,1328246359
839bdab9b7,12.06,1328246359
9365d736b3,13.26,1328243889
5eb949cd9d,19.77,1328246359
93a368f8bf,6.71,1328243862
6a39630324,15.91,1328240399
b9a34a5c08,7.70,1328246359
ffd186b7d8,13.23,1328246359
0728b2e17f,17.09,1328246359
1371369b4e,19.77,1328246407
6255d5aeff,15.91,1328246359
9cc7293052,13.23,1328246406
47cbab381a,19.77,1328240399
4a03a03bd5,15.91,1328246406
ce2ea3c0b5,13.23,1328246406
7cd32ffae9,12.08,1328243889
d6aee37f09,13.23,1328246406
064be3b53a,12.06,1328246359
39b8a0f12e,13.23,1328246362
6d1b06fa8d,13.23,1328246362
0e12fd9947,10.38,1328246362
dd6410ec1c,13.26,1328243889
43123d6f9e,13.23,1328246407
2921ce2d54,10.40,1328243862
29f35b9c0b,16.61,1328243862
78863dbfc4,10.38,1328246362
94ae4b2ea9,10.40,1328243889
0e599b7c28,5.53,1328240399
36b4bcabfe,13.23,1328246362
f985781b57,19.80,1328243889
55a074399f,11.22,1328246406
a8a29ddee7,8.72,1328243889
450edc2743,7.72,1328243889
b0eb2be14c,25.46,1328240399
b91741a620,7.72,1328243788
eb295f16e5,10.38,1328246359
9b5c7d599f,11.24,1328243889
58d5642339,11.22,1328246359
f1bd1af86f,18.09,1328240399
d0eca2a5e2,4.70,1328243862
106d98825b,14.41,1328246406
991d5f0be4,7.72,1328243911
43798c9377,11.91,1328243889
d5ff4ce6fd,6.92,1328243758
d5ff4ce6fd,6.92,1328246328
aafb81bf49,43.00,1328241906
71d42eec3d,67.11,1328242050
71d42eec3d,67.00,1328245106
c2c8535d1f,4.61,1328241385
296ebfac70,0.00,1328242558
296ebfac70,0.00,1328242559
296ebfac70,0.00,1328245624
296ebfac70,0.00,1328248175
296ebfac70,0.00,1328242562
296ebfac70,0.00,1328245623
9fb857f78e,2.58,1328241737
be22c5faf1,11.94,1328241737
489b2ee7b7,25.57,1328241739
130f406dae,41.59,1328241739
a550e7c643,0.39,1328242155
a550e7c643,0.39,1328245241
6b3ffb0ab5,32.08,1328239121
c72f4cd797,2.61,1328240021
d8b79b7f56,2.90,1328241461
9251b1e282,40.69,1328243040
9251b1e282,40.69,1328245878
fe9ad8aeee,29.30,1328240289
b477c988fa,37.88,1328241262
b477c988fa,37.88,1328244467
98125e8a46,10.89,1328241764
14f5ec797d,10.89,1328241740
6509af9694,3.67,1328240021
28d6bea524,26.54,1328244993
28d6bea524,26.58,1328247522
f6b368307a,0.00,1328242465
f6b368307a,0.00,1328242467
f6b368307a,0.00,1328245558
f6b368307a,0.00,1328242470
8b8fe0841a,0.00,1328242429
8b8fe0841a,0.00,1328252483
8b8fe0841a,0.00,1328254391
8b8fe0841a,0.00,1328254393
8b8fe0841a,0.00,1328256380
8b8fe0841a,0.00,1328254394
8b8fe0841a,0.00,1328252489
8b8fe0841a,0.00,1328252486
8b8fe0841a,0.00,1328242431
8b8fe0841a,0.00,1328250767
8b8fe0841a,0.00,1328250766
8b8fe0841a,0.00,1328248091
8b8fe0841a,0.00,1328248088
8b8fe0841a,0.00,1328245529
8b8fe0841a,0.00,1328245528
8b8fe0841a,0.00,1328242435
8b8fe0841a,0.00,1328245525
8b8fe0841a,0.00,1328245527
8b8fe0841a,0.00,1328248082
8b8fe0841a,0.00,1328248085
8b8fe0841a,0.00,1328250764
8b8fe0841a,0.00,1328250765
8b8fe0841a,0.00,1328252480
2571a1c80e,36.26,1328244808
61e86fe566,7.53,1328241609
61e86fe566,7.53,1328244704
50d385c592,13.00,1328241527
2208c4876d,19.94,1328241527
0cbc6843dd,7.45,1328236787
9f1e84bc2e,53.31,1328244832
0731e22117,26.07,1328242002
0731e22117,26.07,1328242004
0731e22117,26.02,1328245054
0731e22117,26.07,1328242005
187d19df72,2.09,1328242262
187d19df72,2.09,1328245348
a5fb16e0ec,6.82,1328241739
5bb39a3b76,11.39,1328241737
9ba5eb33ab,7.42,1328241983
9ba5eb33ab,7.42,1328241987
9ba5eb33ab,7.42,1328241984
9ba5eb33ab,7.40,1328245030
9ba5eb33ab,7.40,1328245031
9ba5eb33ab,7.40,1328247584
9ba5eb33ab,7.40,1328245032
9ba5eb33ab,7.40,1328245028
5bd01e9f75,78.72,1328244972
5bd01e9f75,78.85,1328247500
3afdd96035,0.00,1328241385
d0d64d54bd,7.37,1328241737
047b5d133c,11.31,1328234994
c5fe13f390,18.75,1328240077
a4841faf01,7.37,1328256793
d5576a76d6,2.51,1328244781
bfd91d2e90,4.19,1328244960
