item_id,feedback_time,feedback_rating,feedback_hash
66217ab06b,1325652076,5,fa4e3dd1a989669b470db63e3d3a6f28
66217ab06b,1325652076,5,eaf25c1d8a749efbbf4441b0d487f9dc
66217ab06b,1325652076,5,bc326ca2c2d869c442a43537f2e47c8f
66217ab06b,1325652076,5,2299bf7c59e167eb17b9b645c6c3f25a
66217ab06b,1325652076,5,e545749cf5e01ebc4642b48c40401128
66217ab06b,1325652076,5,84834e9d7c00c8c57bfedce922c83ba6
66217ab06b,1325652076,5,cb9ee8b0088a6768c513fa224bd81741
66217ab06b,1325652076,5,01cb5cd970db4b397dc5883702ae04a3
66217ab06b,1325652076,5,6b5c97e878891593bc435a8a69db66f7
66217ab06b,1325652076,5,a5321acd39a12a1b934ed16412a8180c
66217ab06b,1325652076,5,6119bef382478e695cb270c0690fc314
66217ab06b,1325652076,5,999041493dfefa778011f46e49089067
66217ab06b,1325652076,5,1a7612bd91bdc46bfb628eaede66886f
66217ab06b,1325652076,5,755f85c2723bb39381c7379a604160d8
66217ab06b,1325652076,5,2f6caa4cbc58f998efd705d7c16f760f
66217ab06b,1325652076,5,563b07fe5d1813e052b61e3a9d9a2fbf
66217ab06b,1323060076,5,c5c40a41ec840c3130d11f2030c0cfa1
66217ab06b,1320464704,5,59e4fac7ec6520ff71e61a23fb2cab25
66217ab06b,1320464704,5,0ef845e6e9a820b12310a83f262efd0f
66217ab06b,1320464704,5,99027c40ab713e747f8d4cd7a7943fea
66217ab06b,1320464704,5,8dd203a8919d074affcd40e80ac2fb8a
66217ab06b,1320464704,5,a34f2f1f7ed1ccfba3497a49421e63bb
66217ab06b,1320464704,5,2235be030042f9a432f74567d46c0d6a
66217ab06b,1328071276,5,4cc7a49b277c79a5a98855f65ed79742
66217ab06b,1327984876,5,2fe59021d03ed48a85cb3f3d45ea7dce
66217ab06b,1327984876,5,455472b522fd0a1e27aaa91c4033db65
66217ab06b,1327812076,5,e7af2fa53fe730a2415e449b6db7cac5
66217ab06b,1327552876,5,77171a51a20e528a040497d3f71fa04e
66217ab06b,1327466476,5,2c73fd02f37bfa42e3ea2198eeb959ab
66217ab06b,1327380076,5,16bab005da4e01de59f58a043df8611d
66217ab06b,1327380076,5,93766f9a92137e326691661bc0de1580
66217ab06b,1327207276,5,db5de779e205dce833dbae17800f6cf9
66217ab06b,1327120876,5,3d4084b3ca2e2a16fc37a430f0fc93b2
c4f4bb01c2,1325650155,5,d41d8cd98f00b204e9800998ecf8427e
c4f4bb01c2,1325650155,5,f7069f2c7f154696c11bb7069d610985
c4f4bb01c2,1325650155,5,f7c5f9b64dcf24617ff342afd0a24a9c
c4f4bb01c2,1325650155,5,cfc97655a427e43147edf410f7786e69
c4f4bb01c2,1323058155,5,54b150b8336cc68c0d3fc416c2d37bba
c4f4bb01c2,1323058155,5,1dc66dd293a4ab9183354b3e6323d129
c4f4bb01c2,1323058155,5,73bec32c0b45878ea4805960c8aedeaf
c4f4bb01c2,1323058155,5,50c20383968802423dbcc6f27aceb4df
c4f4bb01c2,1320466155,5,8bc40175b2c587aa82dd8da0de752287
c4f4bb01c2,1320466155,5,bfa12ceaa8db94157793c06b67a01e95
c4f4bb01c2,1320466155,5,b0e414ca55bb7cce4bb30156915267d1
c4f4bb01c2,1328238030,5,6987bad465d9df6e77f1a4be5442b786
c4f4bb01c2,1328158830,5,2e6c717e3912e10046031243c5d38cfd
c4f4bb01c2,1327554030,5,37636980efcbf13acc95cad1da91f5cd
c4f4bb01c2,1327122030,5,b597ea50060430d14c698158e4500f68
c4f4bb01c2,1327035630,5,197a58b29562bf5baec4bc4bb4e964a1
c4f4bb01c2,1326344430,5,7443631192d0fd7a331bdb90ae9843a4
c4f4bb01c2,1326171630,5,7b6257a67db454e189642d9da1853e87
c4f4bb01c2,1325739630,5,2b79ef6108cef9ad38c22341f5691815
c4f4bb01c2,1325653230,5,9a90fceb34026ec7ac289bd73353ac13
c4f4bb01c2,1325653230,5,2f8944866f3c1853d9a1396d9042e643
6ff9e8ebff,1320469275,5,edc790f16fc1897c8d9d3fa7f8bf1871
6ff9e8ebff,1328161369,5,2ed658ac9c80ba4d7817c2de33aafc73
6ff9e8ebff,1327210969,5,6b2ded51d81a4403d8a4bd25fa1e57ee
6ff9e8ebff,1325655769,5,6916855733a2599cf66b0e0c92be6a55
6ff9e8ebff,1325655769,5,b14425112860ae95967dacfc856d7b67
6ff9e8ebff,1325655769,5,d100b75625d69261fe425aa0a906868b
6ff9e8ebff,1325655769,5,d41d8cd98f00b204e9800998ecf8427e
6ff9e8ebff,1323063769,5,50c20383968802423dbcc6f27aceb4df
6ff9e8ebff,1320471769,5,0c658f85a1b8a73ff55d9b788c3e8c93
6ff9e8ebff,1320471769,5,5a1fdd201ff46851b7ac621bd5e9051c
3e2eb4e595,1328239850,5,6987bad465d9df6e77f1a4be5442b786
3e2eb4e595,1327291790,5,7a7c46aab7e07559c6f7a8b25f2b9ef4
3e2eb4e595,1327205390,5,1cb7d409a3351c71ff24f3e24092ac98
3e2eb4e595,1325650190,5,26373de4c9b504f3875b39099e8a8ba8
3e2eb4e595,1320466190,5,0ba2ebbd31f45c8b9e5ca6901bd0d70a
34ec10d28d,1327982981,5,b3634c66d590869ff02ce26a5449519a
34ec10d28d,1327205381,5,b491248e0f68c01e50bccda45f627aeb
34ec10d28d,1326168581,5,3aa72581e6b2b79cc4f721fd7f2e3476
34ec10d28d,1325909381,5,50c20383968802423dbcc6f27aceb4df
34ec10d28d,1325650181,5,f0951ba2bb54ccdf03e23c98979a1916
34ec10d28d,1325650181,5,d41d8cd98f00b204e9800998ecf8427e
34ec10d28d,1325650181,5,9079dd58add4ecd2e1875f256501858c
0d53224b48,1327205355,5,6f868bbac8c98a848d1d8cdca1fdcba4
0d53224b48,1327118955,5,2ac91f260285ed00adf3f083eaa36603
0d53224b48,1327118955,5,cdeff25fa257234efb80945d8b071188
0d53224b48,1327118955,5,50c20383968802423dbcc6f27aceb4df
0d53224b48,1326082155,5,3aa72581e6b2b79cc4f721fd7f2e3476
0d53224b48,1326082155,5,406db95c54e6cedc9f5f19ba0bb82569
0d53224b48,1325909355,5,056d8079149d1017962fd17e7f6f68b0
0d53224b48,1325736555,5,1fd29f81bdc61aba49b0d05a9018980b
0d53224b48,1325736555,5,bbf5542fb84ab428d6e8a64f611447e7
0d53224b48,1325650155,5,2a3f225e8d3a88bca1def8043c57abfc
0d53224b48,1325650155,5,b1bb9d5ae662a81eea073a3672371388
0d53224b48,1325650155,5,cbbc9a795e6d96f2533fc71335613532
0d53224b48,1325650155,5,642ddc62ba082ce8e5deec2d6a8d18c4
0d53224b48,1325650155,5,d41d8cd98f00b204e9800998ecf8427e
0d53224b48,1325650155,5,38f5c24717fedaa404babb0c4710152e
0d53224b48,1323058155,5,09e1e131228a1e2ea89abbcfde70dad8
0d53224b48,1320466155,5,0739152679dfafacab2030188c7eba37
0d53224b48,1320466155,5,5b001d6bd895cb03133aa20e798d5a4e
0d53224b48,1320466155,5,6730ab24cc90663f7187948c0e46239d
0d53224b48,1320466155,5,5f1d2cd0182b6cd3085c28be012e9aae
0d53224b48,1328198408,5,498cd895eb5a102c5aeb977e2b928dee
0d53224b48,1327899608,5,71d3e8b42792b5e476804f4f7fbddc58
0d53224b48,1327813208,5,c1f063d6056fcb87fbae1fda140fac8d
0d53224b48,1327813208,5,27b4ac8353512d7e33dcd1fee800e706
0d53224b48,1327726808,5,84a8dfce1b6eb4a59b17e832603c18cf
0d53224b48,1327294808,5,e0594e7fbc74b71d266168d10bb153a1
0d53224b48,1327208408,5,a102c082176295e8b4ae35da48f7efc7
0d53224b48,1327208408,5,834e0772c1ae57d34edc52556bba1972
c75b367440,1326082190,5,0b2ba0f1abde54ce3b280c04cefd1bf5
7b231daaed,1327205390,5,a4bc933c909dc3ce37663f5e38322d3a
7b231daaed,1326254990,5,59dec91416b5ce98367c5e43c45b670a
7b231daaed,1323058190,5,36363231bd409644a0b071f0abefd185
7b231daaed,1323058190,5,04db98236210a1802fda74cc7c632f03
7b231daaed,1320466190,5,e9587a5eb6e9cd3516ab588b96f08feb
6e4a2cc36e,1327205296,5,50585be4e3159a71c874c590d2ba12ec
6e4a2cc36e,1326946096,5,77fd7919d0e37eb2e96f1fa5d2f08f03
6e4a2cc36e,1326946096,5,bd61b1fa85450475b3b762699820c5cd
6e4a2cc36e,1326859696,3,bdf315aa58c859e2c7cdecd85651e4f8
6e4a2cc36e,1326514096,5,5dd878854ff592a0aad29e0197a450d3
6e4a2cc36e,1326168496,5,d41d8cd98f00b204e9800998ecf8427e
6e4a2cc36e,1325822896,5,c5235ddf924b4f33a5af4dd20d3b9ee9
6e4a2cc36e,1325650096,5,d667bf19c6952174a589d260a5fb90e7
6e4a2cc36e,1325650096,5,7629c864f2fcf83ac3b0532b05930060
6e4a2cc36e,1325650096,5,bd08204c396936cc30b593b0678bf1e4
6e4a2cc36e,1325650098,5,1b000ab58a8813320d3d7fe3e27ef1f6
6e4a2cc36e,1325650098,5,7b5c080d5c6b1423026789103dc23d90
6e4a2cc36e,1325650098,5,a2e0047aa1b37d9822658302701788be
6e4a2cc36e,1325650098,5,675beb82a0f4bce4e95e74e5d2b20f1a
6e4a2cc36e,1325650098,5,cd4588b1c20f23408cd22e67fdff7f8e
6e4a2cc36e,1325650098,5,65ff4291d81ed5a3d16d2596088dbb86
6e4a2cc36e,1325650098,5,50c20383968802423dbcc6f27aceb4df
6e4a2cc36e,1325650098,5,0184e2f650420a7d2804cbaeef00676e
6e4a2cc36e,1323061159,5,15f363028fcf8a22dbd337414bbfa549
6e4a2cc36e,1323061159,5,eed8c2be656b8fd89145ec588a43f93b
6e4a2cc36e,1323061159,5,00b2638c54aa63f636ada27f7e69860c
6e4a2cc36e,1323061159,5,f2fcd5cb74d17554a4d7a30f1b6ecc94
6e4a2cc36e,1323061159,5,4936bcc4792577103d0377a73591de3a
6e4a2cc36e,1323061159,5,e9db952624d490da5e4cd56a672259a4
6e4a2cc36e,1323061159,5,2e6e608ac63831f69f24f9c0015d482b
6e4a2cc36e,1323061159,5,62353245b812a37e5d4da864d062ed0f
6e4a2cc36e,1320469159,5,ff737fac3aa677a229f267950181640d
6e4a2cc36e,1320466098,5,0a7c7a40ea9548ea32380168cbf76079
6e4a2cc36e,1328169559,5,fcc2d28a33d2df558f18766e067569c6
6e4a2cc36e,1328158759,5,bf7689413956ddd54b2fcc09252c79da
6e4a2cc36e,1328072359,5,73bc3b5a9a2873d81d33899f1fd68439
6e4a2cc36e,1327985959,5,b3634c66d590869ff02ce26a5449519a
6e4a2cc36e,1327899559,5,2f66b100c76e0a2f35b47e5fc4032459
6e4a2cc36e,1327726759,5,84a8dfce1b6eb4a59b17e832603c18cf
6e4a2cc36e,1327467559,5,0eefe4c7c4c4b1e5f777c19cc3b43b8a
6e4a2cc36e,1327467559,5,313d93fc6110139cbdde04edc83bca93
6e4a2cc36e,1327294759,5,8b821bfcb519d3d602db544e47e16243
c27f9327a9,1326254990,5,3aa72581e6b2b79cc4f721fd7f2e3476
c27f9327a9,1325650190,5,50c20383968802423dbcc6f27aceb4df
c27f9327a9,1320466190,5,d41d8cd98f00b204e9800998ecf8427e
7a68775d26,1328150369,5,71558f7db50802a2b831be86d0a9c1ff
7a68775d26,1326767969,5,094bb656637481735348eb60b8efc7f4
7a68775d26,1326508769,5,3d30e7b98059f975fb83966b1ff5ebad
7a68775d26,1326163169,5,a15ab7c580a0e769f1f4c35559705907
7a68775d26,1325644769,5,e03794d9683d3a61242faba2063d1053
7a68775d26,1323052769,5,624ecfba31dae2a0895019cb1ac045e0
bb25a24039,1327984761,5,7a3af604e52e2577b3f5b77e96f3e01d
bb25a24039,1327898361,5,1564c1fa3e0b58ff85e139576b3ce632
bb25a24039,1327811961,5,50c20383968802423dbcc6f27aceb4df
bb25a24039,1327811961,5,f84f73aca3999c7279516c07cb5b6be5
bb25a24039,1327725561,5,b00b3a9542203a2b01949c9fb20250b6
bb25a24039,1320467961,5,e7413e0af9c2c6f4d7053e41f71b4e9b
bb25a24039,1320467961,5,ddff7280306338769a9239b3f302df40
36a7ca697d,1320466512,5,7a60a3e183795ab8c7d9935e083e7c63
36a7ca697d,1320466512,5,a63d70ae6962df7b8124cd7dcd95fa16
36a7ca697d,1320466512,5,1edd5854d5a32d29ff868a355a11e20b
36a7ca697d,1327899995,5,0b7f52a7f8245b3c69958d648988f3dc
36a7ca697d,1327554395,5,50c20383968802423dbcc6f27aceb4df
36a7ca697d,1326603995,5,209f5182885e4dfd2cef8279d902e370
36a7ca697d,1325653595,5,5bc1ef0affa6607b5aa16e0f2f90e567
36a7ca697d,1325653595,5,79f19ea7376e4f51082a1615dbe38a1a
36a7ca697d,1325653595,5,13197b9d134876395d9bd88dbe960dd1
36a7ca697d,1325653595,5,0c7a3f7d0c368c4cbf4f037f83979a0e
36a7ca697d,1325653595,5,43c39e496a62f5a34bea7f9364ac5c52
36a7ca697d,1325653595,5,92d5c11596cc6788439813cc90828567
36a7ca697d,1323061595,5,ba553ac86406cbdcf20962fc14ad2068
c4564a47c2,1325650225,5,c75e698d25a6a7773184f37f0e5ea0fc
c4564a47c2,1325650225,5,94cce4056b09675ce856adb1734ff140
c4564a47c2,1325650225,5,d41d8cd98f00b204e9800998ecf8427e
c4564a47c2,1325650225,5,7fc442380a0ba13cff25d787884d543c
c4564a47c2,1325650225,5,47434ab5dfbe7cf9a9f3d5f9e4c9bbca
c4564a47c2,1323058225,5,50c20383968802423dbcc6f27aceb4df
c4564a47c2,1323058225,5,e7b9591dd859b7facec37bda93a88a48
c4564a47c2,1323058225,5,2a26bafc07a0aa9415f74a43ab8b91fc
c4564a47c2,1323058225,5,823b8dbb2945c674275b55a7dcd064df
c4564a47c2,1323058225,5,d9673f3128fcfbd70d040f7dc18afbd8
c4564a47c2,1320466225,5,0d1170d1e7edd4bd710430f05294501c
c4564a47c2,1320466225,5,031626921d3ac58e1c659629ed89f395
c4564a47c2,1328187704,5,add996e5b980b12a9f34d99c44aea063
c4564a47c2,1327899704,5,7a7c46aab7e07559c6f7a8b25f2b9ef4
c4564a47c2,1327554104,5,f687e3da85f75fdc4b50e561e84a7acc
c4564a47c2,1326776504,5,e1c06e437839b0594adbd5228a1f3cd7
c4564a47c2,1326603704,5,2d7d10a89db32a356edad4593951c89c
c4564a47c2,1326171704,5,30f5981f53c4822e467cbfde04cad346
c4564a47c2,1325912504,5,36f919521848d86b55d4bf823d1f7232
c4564a47c2,1325653304,5,b041eb0737c25455fa5aee032db99656
c4564a47c2,1325653304,5,635c6ed177fa41f94c14ea725b67a091
c4564a47c2,1325653304,5,712166dc5ce4e2ab0fce28bfd0d4e715
2000b7236b,1327982983,5,50c20383968802423dbcc6f27aceb4df
2000b7236b,1327118983,5,bcbf4d67f34365b2658b63de6db82638
2000b7236b,1326600583,5,b9e58e23c4f4922c547dd9b6e421482d
2000b7236b,1326168583,5,1f8bdaf26bea97aabd1961747b3aa649
2000b7236b,1325650183,5,6ec6149c5d084f060aadcb22aa944487
2000b7236b,1325650183,5,13fd850fea935973e6673e277f77afce
2000b7236b,1323058183,5,f4ad30380cf31ae7e47841f935f1d29f
2000b7236b,1323058183,5,599223e261e14c04f7a6f151c42f3530
2000b7236b,1323058183,5,93ca005f0147e42b951c367d2d95abdd
2000b7236b,1320466183,5,fb34386a667f82877c72315300c291e6
ea1b851d90,1326946023,5,7de766a5b8209650242bf20e39c0921c
ea1b851d90,1326686823,5,17ccdfb497adcedf7620608d5e94663a
ea1b851d90,1326254823,5,7517c4bd268f71c1f749d4efafe61176
ea1b851d90,1326254823,5,3d30e7b98059f975fb83966b1ff5ebad
ea1b851d90,1326168423,5,7448c65ae3ec11ae5a904c123517bf9f
ea1b851d90,1326168423,5,d2476d4e2fe9896e39f914b6bede4e0a
ea1b851d90,1325822823,4,f348e9c4437d9acdd1c6f80886631c78
ea1b851d90,1325736423,5,1666554ea6af3cbdfb7536654b4ee1c2
ea1b851d90,1325736423,5,c1a63f50add0f1644d6cbf1ae8b2cc0b
ea1b851d90,1325736423,5,13fe2498bc305f70678a47fc381f3d39
ea1b851d90,1325650025,5,54ed56b1de465846d0b59beb38486f07
ea1b851d90,1325650025,5,133a4d9db7d688ecd228d8819f8e674d
ea1b851d90,1325650025,5,896f02c894ff82b0a45a0dccfec52dd9
ea1b851d90,1325650025,5,5e0253da7ece44befac45d65f20d5bee
ea1b851d90,1325650025,5,3bf2418bdca29a01ba04fa0b4fe9344b
ea1b851d90,1325650025,5,2be263acc4f8f7e62bb50806a12113c2
ea1b851d90,1325650025,5,f27f711400b6b47af7d6806600c7fddd
ea1b851d90,1325650025,5,cbc7a694b8882d2acee1280c5e4bd1ec
ea1b851d90,1325650025,5,3fcf7e86e11b549b8906ac342909eefc
ea1b851d90,1325650025,5,50c20383968802423dbcc6f27aceb4df
ea1b851d90,1325653080,5,e652fc6c528eab53467ae58f59f36895
ea1b851d90,1325653080,5,f9da633672eb50b8be72711969a0de87
ea1b851d90,1325653080,5,73dd06bc9365b3effd7fc4304bd3a4bb
ea1b851d90,1325653080,5,a69f4216f00900c574c7143b5d447d59
ea1b851d90,1325653080,5,debb7cdfa100bce8fca8311a44dc8931
ea1b851d90,1325653080,5,455472b522fd0a1e27aaa91c4033db65
ea1b851d90,1325653080,5,0de3b655f66ceb4367e81fb7e7cdb6f4
ea1b851d90,1323061080,5,e95a7dd0f0bc3e933be0633330c2c7c6
ea1b851d90,1323061080,5,14813e8c71420402fc854ed2f5abca76
ea1b851d90,1323061080,5,84d84e4e35762622ae93a00359952141
ea1b851d90,1323061080,5,fa38d43c16542cedea43fef586e2abf5
ea1b851d90,1323061080,5,969c2e373a2062291667646eddf84f23
ea1b851d90,1323061080,5,fc38697106dea0fc5d1b3444a8d7dce1
ea1b851d90,1323061080,5,4ddf6095939bb1ab47fa61f707e7fa95
ea1b851d90,1323061080,5,62c59f3c6ad60f3c790a62e5a51df690
ea1b851d90,1323061080,5,404c1e6f9eeb4abc4d8693b70abf1e00
ea1b851d90,1323061080,5,425c8ea24f3b501fb6184fbf7367b835
ea1b851d90,1323061080,5,b2c6ffa8f3efa056009ada0a95dec4df
ea1b851d90,1323058027,5,a05eb64bc447b9f8a881d03235fa14b7
ea1b851d90,1323058027,5,b99a6bf8437a55e359e44ad7a41eadbd
ea1b851d90,1320466027,5,86f331b8eac67fdcc8f4445b0ecac090
ea1b851d90,1328241480,5,21622bff40c39fa7419d61f9bc270c7c
ea1b851d90,1328209080,5,c14b64430c4b7fd7f3233820e80f730f
ea1b851d90,1328072280,5,14ff3038e4be4e76e274b08997137e59
ea1b851d90,1328072280,5,fa991c16dc1b288493f1c18ff781dcda
ea1b851d90,1327985880,5,bf9bb0b94d26a046e512a22e7d1b7f3f
ea1b851d90,1327640280,5,3661e663284c5ac71a55222cc07d7fd5
ea1b851d90,1327294680,5,8b1a23639de9126f2e68b43db682650a
ea1b851d90,1327208280,5,cd4588b1c20f23408cd22e67fdff7f8e
ea1b851d90,1327208280,5,19444fa87d7d43ea7c7b507a4f30774e
ea1b851d90,1327121880,5,1a519e9a015b6959abc8d5de8ab49642
d7322efd5f,1327636532,5,f5f33aa749b3090ca4f0e08bf789fc8c
d7322efd5f,1327636532,5,5feba5a80a72095409a5fd5ed592a9df
d7322efd5f,1327550132,5,488f2e9054844cba2f2fdcfc25fc0798
d7322efd5f,1327550132,5,3194705668ab69eda0e708e2aa28f33c
d7322efd5f,1327377332,5,6bfde858960c2cbf751da446b7c2cf5d
d7322efd5f,1327118132,5,dcb9d8571437908a7a369d42024356fd
d7322efd5f,1327118132,5,eb6173c01cfa4f5a05401d6e8ec0dfe5
d7322efd5f,1326254132,5,d82d0466b1ac41c78f549c09e27fee76
d7322efd5f,1326081332,5,50c20383968802423dbcc6f27aceb4df
d7322efd5f,1325994932,1,7c630fbb36bf5fdf197a678e122a58e5
d7322efd5f,1323060518,5,211f6f4f81478497c1723acaad9d00ad
d7322efd5f,1320468518,5,7bc94b4aac76b790456923f3fc61a360
d7322efd5f,1320468518,5,7cb952dd929221888f15a015ad283a78
d7322efd5f,1320468518,5,f24dae4cd80dab6b72fa073c573c0b3d
d7322efd5f,1320468518,5,043c7db762b3014f7b7f6382a2014fb1
d7322efd5f,1320468518,5,006d5064be367cc7d54121f75315a666
d7322efd5f,1320468518,5,eabc8a3d42b9c752cdc6363bdb1076a0
d7322efd5f,1320468518,5,02b3e8b40c89a77eea7f84a7c3a1a843
d7322efd5f,1320468518,5,cfff5e882252713a8da84aa174eab025
d7322efd5f,1320468518,5,679efe05c26a7c4f4d08e3392e57b868
d7322efd5f,1320465337,5,d9752cc0927b210026b212eb9cb79f21
d7322efd5f,1325908534,5,d41d8cd98f00b204e9800998ecf8427e
d7322efd5f,1325735734,5,74b0990ac977eb494bcc681512b63ccb
d7322efd5f,1325649334,5,455472b522fd0a1e27aaa91c4033db65
d7322efd5f,1325649334,5,ecb59b33253607692b957ba57b0b4ccf
d7322efd5f,1325649334,5,e0db532570e3eeff95d0d75c7c6d6228
d7322efd5f,1325649334,5,573d239bd9c0b137f9e14e43bb93560a
d7322efd5f,1325649334,5,84a6ccba8f5d908ed0207665e68cf012
d7322efd5f,1325649334,5,dd8c77f3d8ea9056ae48cd5d18c0d5f9
d7322efd5f,1325649334,5,2c1a18ddf831d2b09ab85b49866a933e
d7322efd5f,1325652515,5,aa56fb9bcb1f92b4e968e98825f5fead
d7322efd5f,1325652515,5,b0cf96e185f4af530a0e5a6b66547f8b
d7322efd5f,1325652515,5,cba6df203260496bfa39d4dd6fc052de
d7322efd5f,1325652515,5,8f8fbac50546d291df3a5dbf4efc9e48
d7322efd5f,1325652515,5,278e4d99007ba77302385e70dd8637bb
d7322efd5f,1325652515,5,0fdb9d9572a6c06437ac0f246daf145f
d7322efd5f,1325652515,5,045e154201c195c11f859c2b446cf6c1
d7322efd5f,1325652515,5,3887cb2c798395cbde5317195fb655b8
d7322efd5f,1325652515,5,623a86b5c48ec4142c2df037e584c312
d7322efd5f,1325652516,5,d38e3a9c2c35ccad167d624542f325e4
d7322efd5f,1325652516,5,3f0ceddad2a3aa64f88cca41cd341df7
d7322efd5f,1325652516,5,7ceb4861d9c4404b201e25839aaf649d
d7322efd5f,1325652516,5,73251301f45c6b3bd3614652e6fa83c8
d7322efd5f,1325652516,5,fb09cf3d4cde48c3409bc455421f2e62
d7322efd5f,1325652516,5,fbc40d801325165bf291081acdcfe6fb
d7322efd5f,1325652516,5,179233b8fb8f762e9287a911a551a2d1
d7322efd5f,1325652516,5,72099244b8ba736e84e75d0a891aae27
d7322efd5f,1325652516,5,2bbf977aae39ddcd444ebb308c20327d
d7322efd5f,1325652516,5,9a2bc5e4df528dc04ca7e39e071864d3
d7322efd5f,1325655103,5,fcc2d28a33d2df558f18766e067569c6
d7322efd5f,1325655103,5,7fe3883409ae7998200c01134b0ff53b
d7322efd5f,1325655103,5,16f04eba878d611a656bc11a2e85b06f
d7322efd5f,1325655103,5,fee1ea96b335d2118f03be526ada0376
d7322efd5f,1325655103,5,1d37ee3c5e5185a92b513aa41f2f11a2
d7322efd5f,1325655103,5,69e335c5811c58fd9da3b96af72e3117
d7322efd5f,1325655103,5,a9cd4e6f43a999ad9ca5cd43b4aaafed
d7322efd5f,1325655103,5,5e73de8b67c6b5523822cd7ea062d17e
d7322efd5f,1325655103,5,f9f5594871b5563a79ed84dfc6d95941
d7322efd5f,1325655103,5,237802321db098089933a2f8e3a12a96
d7322efd5f,1325655103,5,ccb259a30c9588ddb901f35af912787b
d7322efd5f,1325655103,5,513da3bd7a2750fec1f22bf029c2dd83
d7322efd5f,1325655103,5,8e700dc918b167c7067e03e25506adf2
d7322efd5f,1325655103,5,2d23b96922ea03b2f91bbbab2f5c9d26
d7322efd5f,1323063103,5,ca13cf7829508c2a266a4ae750b07ef4
d7322efd5f,1323063103,5,cb784d2efd85814f567abcbfa9791ab3
d7322efd5f,1323063103,5,6a837330f539dfcefe8c410f5568b5a8
d7322efd5f,1323063103,5,9a0ce116cf844a4f908193bde48f0cd9
d7322efd5f,1323063103,5,89befd4b6edb370bbd0423b0872f4c02
d7322efd5f,1323063103,5,4f172bcf2df3652273d0c3d6bdcfafe9
